id,subaccount,parent_account
446,Pediatrics-Genetics,1057.0
769,SRC-Seh-Williams,1057.0
651,Psych Hospital Services,1057.0
200,Engr Graduate Research,1057.0
813,Inst Org - Traditional Housing,1057.0
1026,CoE Ctr for Entrepreneurship,1057.0
586,Fin Analysis/Cost Reimbursemen,1057.0
135,Undergrad Res Opp Prog,1057.0
748,SRC-Methodology & Interviewin,1057.0
630,Occupational Safety & Environ,1057.0
646,Pediatrics-Cardiology,1057.0
808,Small Programs-Int'l Inst,1057.0
484,Ctr For The Education Of Women,1057.0
463,Int Med-Geriatrics Center,1057.0
625,Interior Design,1057.0
759,SRC-Hrs,1057.0
1037,Medical Education,1057.0
597,Multi-Cult Prog:Trotter House,1057.0
803,Law Clinical Activity,1057.0
641,Center For Organogenesis,1057.0
374,ISR-Business Services Admin,1057.0
536,Institutional Org,1057.0
987,SOE- Teacher Education,1057.0
410,Coe Eecs-Al,1057.0
366,Umtri-Statistical Analysis,1057.0
979,ROSS SCH Cntr for Intl Bus Ed,1057.0
528,Arts Of Citizenship Program,1057.0
861,Assoc Dean Of Students Spec Se,1057.0
882,SRC-Consumer Attitude Survey,1057.0
431,Int Med-Allergy,1057.0
549,Umbs Entrepreneurial Programs,1057.0
614,Dev Information Tech Services,1057.0
290,Media Union,1057.0
452,Ctn Publ Pol Res Organ Transpl,1057.0
683,SRC-Survey Design & Analysis,1057.0
845,Pediatrics-House Staff Program,1057.0
869,Oral Health Sciences,1057.0
751,Research Center Of Excellence,1057.0
913,ICPSR-Education,1057.0
418,Coe Eecs-Opt,1057.0
453,Univ Of Michigan Hospital,1057.0
291,Bentley Historical Library,1057.0
615,Int Med-Nephrology,1057.0
956,FSPP PhD Prog,1057.0
794,Genome Ethics Committee,1057.0
299,SRC - Survey Rsrch Center,1057.0
343,Surgery-Emergency Services,1057.0
505,Dev & External Relations-Dent,1057.0
735,RCGD-Peace & Security,1057.0
573,Umbs Research Support,1057.0
1013,Women in Science & Engineering,1057.0
773,Neuroscience Laboratory,1057.0
278,Law Library,1057.0
322,Hospital Dentistry,1057.0
1051,ROSS SCH Academic Services,1057.0
935,SNRE Michigan Sea Grant,1057.0
1008,IA-Women's Volleyball,1057.0
612,Devl Corporate/Foundation Rels,1057.0
450,Univ Of Mich Cancer Center,1057.0
568,SOE-Educational Studies,1057.0
465,Int Med-Infectious Dis,1057.0
960,FSPP Career Serv,1057.0
627,Willow Run - Hew Property,1057.0
829,Pgm Biomedical Communications,1057.0
667,Interdepartmental Instruction,1057.0
711,Student Activities And Leaders,1057.0
282,Dept Of Theatre & Drama,1057.0
606,Martha Cook,1057.0
444,Pediatrics-Ambulatory Care Pro,1057.0
895,Edwin S George Reserve,1057.0
933,SNRE Environmental Justice,1057.0
771,Drda - Graphic Services,1057.0
276,Facilities - Dentistry,1057.0
889,SRC-Urban & Envir Studies,1057.0
320,Geriatrics-Dentistry,1057.0
438,Int Med-Nuclear Medicine,1057.0
807,Law Journals And Symposia,1057.0
645,Classical Art&Archaeology Prgm,1057.0
483,Off Assoc Prov Acad Affairs,1057.0
718,Multi-Cultural Prog & Services,1057.0
556,Senior Associate Dean-Dentistr,1057.0
394,Coe Eecs-Theo,1057.0
600,Health Service Clinic Operatio,1057.0
395,Coe Eecs-Cse,1057.0
601,Health Service Clinic Support,1057.0
557,Clinic Operations-Dentistry,1057.0
890,SRC-Cmt-Microcomputing Supp,1057.0
719,SRC-Dst - Div Of Survey Techn,1057.0
350,Upress Production,1057.0
468,Office Of Evaluations & Examin,1057.0
963,MSTP,1057.0
512,Predoctoral Admissions-Dentist,1057.0
358,Clements Library,1057.0
691,Cocurricular Programs,1057.0
853,Upjohn Center,1057.0
977,Ross Sch Erb Institute,1057.0
364,Umtri-Osat,1057.0
770,SRC-Social Indicators,1057.0
437,Lab For Scientific Computation,1057.0
888,SRC-Survey Methodology Prog,1057.0
275,Academic Affairs-Dentistry,1057.0
932,SNRE Deans Office,1057.0
531,Umtri-Social & Behavioral Anal,1057.0
649,Pediatrics-Gastroenterology,1057.0
982,Building Services,1057.0
487,Office Of Financial Aid,1057.0
416,Herbarium,1057.0
911,SI Doctoral Program,1057.0
867,Director Of Research-Dentistry,1057.0
778,Nuclear Reactor,1057.0
822,RCGD-CPS Administrations,1057.0
327,Psych Vamc,1057.0
660,Office Of The General Counsel,1057.0
872,Staff Benefit Rechg Aux,1057.0
421,Coe Resource Planning & Manage,1057.0
377,Grad Sch-Children's Center,1057.0
1429,Organizational Excellence,1062.0
281,Theatre And Drama,45.0
279,Department Of Dance,45.0
283,U-Move,47.0
1283,Foundational Courses Initiative,303.0
1316,CRLT theme template,303.0
1436,SSW Online Degree Program,49.0
1204,Residential with Online Template,49.0
1311,Social Work Course Design,49.0
1448,MSW Program,49.0
1479,SSW Online Degree Program - DesignPlus,49.0
1193,Examsoft Test,305.0
318,Sandbox Dev,305.0
1302,Teacher Education,50.0
1287,International Baccalaureate,50.0
1183,Student Collaboration Experiment,50.0
1305,Marsal Sandbox Sites,50.0
1472,Anotemos Test,50.0
1227,M-ARC,50.0
1596,Research (cshpe),50.0
1475,CCM Testing,306.0
1226,Blue Test Account 02,306.0
1196,GEFF,306.0
1220,kartograafr,306.0
1221,Blue Test Account,306.0
307,Kaltura Testing,306.0
1166,Blue Jeans account,306.0
1480,Sub-account Admin Training,306.0
1591,SIS Upload Testing,306.0
1471,MADS / SIADS,51.0
1189,SI 422,51.0
1468,Waviers,51.0
1159,Project Sites,51.0
1186,test sub-subaccount,51.0
1296,UMSN Graduate Courses,52.0
1308,Test Sub Account B,52.0
111,School of Nursing Projects,52.0
1470,Healthy Lifetime Program,52.0
1307,Test Sub-Account A,52.0
310,OCPD,54.0
314,Learning Design & Publishing,54.0
1067,Sandboxes,54.0
1111,Research,54.0
315,Departments,54.0
1146,Osher Lifelong Learning Institute,54.0
1122,IDTT Development,54.0
313,GME,54.0
1061,Scientific Trunk/Clinical Trunk,54.0
1125,Michigan Surgical Quality Collaborative,54.0
311,Clinical Years/Branches,54.0
309,Post-Bac MEDPREP,54.0
1108,Paths of Excellence,54.0
312,Graduate Programs,54.0
316,MSA / EVPMA Units,54.0
319,Software Delivery Test Area,54.0
305,Learning Informatics,54.0
1124,OMSE,54.0
1194,PFANS,54.0
1197,CoMET,54.0
1218,HITS,54.0
1065,Maybaum,311.0
1127,BA,56.0
261,Kresge Library,56.0
1130,BL,56.0
1136,MO,56.0
1231,Online MBA,56.0
1225,Ross CDO,56.0
1138,TO,56.0
1161,Tauber,56.0
1188,Clixie - For Clixie Testing Only,56.0
1133,ES,56.0
1424,Human Resources,56.0
1137,STRATEGY,56.0
1446,Sanger Leadership Center,56.0
1134,FIN,56.0
1040,ROSS SCH Global Initiatives,56.0
1128,BCOM,56.0
1184,Committee,56.0
1139,WMBA,56.0
1222,Volute - For Volute Testing Only,56.0
1431,Ross Faculty,56.0
1185,MSCM,56.0
1148,MAP,56.0
1132,EMBA,56.0
1129,BE,56.0
1439,OMBA Style Courses,56.0
1126,ACC,56.0
1162,Zell Lurie,56.0
1135,MKT,56.0
1428,Ross Office of Undergraduate Programs,56.0
1144,Executive Education,56.0
1181,RLDI,56.0
1131,BUSABRD,56.0
1312,MM,56.0
1478,Practice Courses,56.0
1145,Psychiatry,313.0
1163,Emergency Medicine,315.0
1157,Anesthesiology,315.0
1201,Ophthalmology,315.0
1187,Dermatology,315.0
1199,Gynecology/Oncology ,315.0
1179,Internal Medicine,315.0
1120,Radiology,315.0
1060,Surgery,315.0
1172,Inpatient Child & Adolescent Psychiatry,315.0
1171,Physical Medicine & Rehabilitation,315.0
1174,Nutrition,315.0
1175,Laboratory Veterinary Medicine,315.0
1160,University Health Service,315.0
1150,MICHR Summer Research Program,315.0
1106,Learning and Professional Development,1105.0
1149,Career Development Passport,1105.0
1168,Foundations of Supervision III,1106.0
1110,Foundations of Supervision II,1106.0
1109,Foundations of Supervision I,1106.0
1237,Career Development Resources,1106.0
101,International Center,89.0
104,Technology Services,89.0
102,Michigan Dining,89.0
1473,Student Accessibility and Accommodation Services,89.0
1457,University Unions,89.0
1427,Peer-to-Peer,89.0
105,Housing,89.0
106,Career Center,89.0
1593,Recreational Sports,89.0
1248,Students Can't See Other Students Here,90.0
1453,Template Demo,90.0
1452,Drieam,90.0
1423,Accessibility,90.0
1241,Accessibility Testing,90.0
1586,DesignPLUS Testing,90.0
1588,ITS LTI Testing,90.0
1589,ITS Support Services Accessibility Office,90.0
1595,ITS GenAI Testing,90.0
1485,CAI Test Space,107.0
1587,CAI MD Test Space,107.0
1592,CAI LTI Testing,107.0
1455,Canvas Summit,109.0
1240,Kanvas Workshops,109.0
1435,DEI Passport,109.0
1464,LTI Sub-account,109.0
1459,Joe User sub-account,109.0
1152,School of Nursing Student Organization Project Sites,111.0
304,School of Nursing Faculty Project Sites,111.0
809,LSA Natural Science Departmen,112.0
923,LSA Research & Graduate Std,112.0
401,LSA Digital Studies,112.0
155,Judaic Studies Program,112.0
39,LSA First Year Seminars,112.0
1151,Language Resource Center,112.0
172,Biology Department,112.0
162,Philosophy Department,112.0
152,Germanic Languages & Lit Dept,112.0
176,Dept of Afro-Am & African Std,112.0
153,History Department,112.0
139,Astronomy Department,112.0
166,Residential College,112.0
383,LSA College Auxiliary Service,112.0
187,Studies In Religion,112.0
178,Comprehensive Studies Program,112.0
144,Classical Studies Department,112.0
151,Earth & Environmental Sciences,112.0
1291,PlayPosit,112.0
186,LSA II: SE Asian Studies,112.0
171,Women's Studies Department,112.0
388,LSA University Course Develp,112.0
133,LSA Dean:  Facilities - USB,112.0
164,Applied Physics Program,112.0
170,Communication and Media,112.0
198,Program Study of Complex Syste,112.0
404,LSA II: Nam Ctr Korean Studies,112.0
42,Statistics Department,112.0
132,LSA Media Services,112.0
907,LSA Social Science Department,112.0
180,"Film, Television, and Media",112.0
173,"Molecular,Cell & Devel Biology",112.0
1443,LSA Science Learning Center,112.0
149,Sweetland Center for Writing,112.0
41,Political Science Department,112.0
1284,Newnan Advising,112.0
405,LSA II: Armenian Studies,112.0
199,Biophysics Research Division,112.0
182,LSA II: ME & N African St,112.0
147,Economics Department,112.0
1282,MIS,112.0
179,Comparative Literature Program,112.0
185,LSA II: South Asian Studies,112.0
1238,Barger Leadership Institute,112.0
175,International Institute,112.0
138,Anthropology Department,112.0
142,Program in the Environment (LSA),112.0
906,LSA Programs And Centers,112.0
131,Humanities Institute,112.0
150,Asian Languages And Cultures,112.0
1432,LSA Quant Methods & SocSci Pgm,112.0
128,LSA Budget & Admin,112.0
169,Sociology Department,112.0
892,LSA Information Technology,112.0
108,LS&A ISS,112.0
130,LSA Classrooms,112.0
538,LSA Dev & External Relations,112.0
1178,CGIS,112.0
154,Medieval & Early Modern Std,112.0
177,LSA II:  Chinese Studies,112.0
184,"LSA II: Russ, EE & Eurasian St",112.0
183,Department of American Culture,112.0
197,Museum of Art,112.0
403,LSA II: Prg Intl Comp Studies,112.0
174,Ecology & Evolutionary Biology,112.0
148,English Language & Lit Dept,112.0
385,LSA Undergraduate Education,112.0
1438,Human Resources Courses,112.0
168,Slavic Languages & Lit Dept,112.0
386,LSA Ta Training,112.0
158,English Language Institute,112.0
40,Department of Linguistics,112.0
893,LSA Humanities Departments,112.0
157,Honors Program,112.0
163,Physics Department,112.0
191,Exhibit Museum,112.0
1214,Demos and Sandbox,112.0
161,Middle East Studies Dept,112.0
137,LSA Inteflex,112.0
406,LSA II: African Studies Center,112.0
136,Office of International Progra,112.0
143,Chemistry Department,112.0
127,LSA UG: Lloyd Scholars- W&A,112.0
167,Romance Languages Department,112.0
189,LSA II: Latin Amer & Carib,112.0
415,LSA Museums and Research Unit,112.0
145,Program In Computer Science,112.0
129,LSA Student Academic Affairs,112.0
1047,LSA II: Islamic Studies Prog,112.0
156,History Of Art Department,112.0
146,Organizational Studies,112.0
387,LSA 21St Century Program,112.0
188,LSA II:  European Studies,112.0
181,LSA II: Japanese Studies,112.0
160,Mathematics Department,112.0
1169,Instructional Support Services,112.0
196,Macromolecular Sci & Engr Ctr,112.0
402,LSA II: World Performance St,112.0
165,Psychology Department,112.0
539,LSA Faculty Appointments,112.0
1476,SEISMIC (branded),112.0
1477,LSA Computation for Arts & Sci,112.0
1483,Intend-to-Attend,112.0
1484,International Institute Outreach,112.0
226,Design Science Program,113.0
1319,Engineering Education Research,113.0
1425,Great Lakes I-Corps,113.0
220,Industrial-Operations Engr Dep,113.0
222,Climate and Space Sciences Eng,113.0
225,Nuclear Engr & Radiological Sc,113.0
224,Naval Arch & Marine Engr Dept,113.0
214,Civil & Environmental Engr,113.0
204,Engineering Study Abroad,113.0
219,Technical Communication,113.0
1461,CAEN,113.0
213,Center For Professional Develo,113.0
206,Biomedical Engineering,113.0
221,Materials Science & Engin,113.0
43,Mech Eng & Applied Mech Dept,113.0
205,Integrative Systems & Design,113.0
207,Program In Manufacturing,113.0
212,Chemical Engineering Dept,113.0
202,Engineering Undergraduate Educ,113.0
201,CoE Robotics Institute,113.0
211,Aerospace Engineering,113.0
216,Electrical Engr & Computer Sci,113.0
1598,Michigan AI Lab,113.0
236,Human Genetics Department,114.0
227,Cancer Biology Graduate Progrm,114.0
245,Pathology Department,114.0
247,Pharmacology Department,114.0
255,Surgery Department,114.0
231,Bioinformatics,114.0
229,Program in Biomedical Sciences,114.0
230,Cellular and Molecular Biology,114.0
250,Learning Health Sciences,114.0
242,Obstetrics And Gynecology Dept,114.0
259,Center For Neuroscience,114.0
234,Biological Chemistry Departmen,114.0
246,Pediatrics & Comm Diseases Dep,114.0
243,Ophthalmology Department,114.0
252,Psychiatry Department,114.0
237,Internal Medicine Department,114.0
249,Physiology Department,114.0
228,Medical School Administration,114.0
248,Physical Medicine & Rehab Dept,114.0
251,Division of Anatomical Science,114.0
257,Orthopaedic Surgery,114.0
241,Neurology Department,114.0
1320,Mary H. Weiser Food Allergy Center,114.0
235,Dermatology Department,114.0
244,Otorhinolaryngology Department,114.0
258,Urology Surgery,114.0
233,Anesthesiology Department,114.0
239,Int Med-General Medicine,114.0
308,Postbac MEDPREP (Post-Baccalaureate Premedical Program),114.0
232,Cell and Developmental Biology,114.0
256,Neurosurgery,114.0
240,Microbiology And Immunology,114.0
254,Radiation Oncology,114.0
460,Urban and Regional Planning,115.0
1107,Stamps: Foundations,116.0
266,"Cariology,Restor Sci & Endo",117.0
1434,Learning Outcomes Sandbox,117.0
44,Dental Hygiene-Dentistry,117.0
1063,Law Project Sites,118.0
1064,Law Sandbox Sites,118.0
1481,LTI Attendance Tools Evaluation,118.0
1318,Program in the Environment (SEAS),119.0
317,Nutritional Sciences,120.0
53,Health Management And Policy,120.0
48,Environmental Health Sciences,120.0
1113,School of Public Health Projects,120.0
285,Biostatistics Department,120.0
1202,Outcomes Development,120.0
287,Health Behavior & Hlth Ed Dept,120.0
286,Epidemiology Department,120.0
1165,Global and Engaged Education,123.0
300,SRC-PSM Graduate Program,125.0
1482,SRC Summer Institute,125.0
1594,"Equity, Civil Rights, and Title IX",126.0
1211,Language Resource Center Blueprint Testing,1151.0
1154,Communications and Technology Management,1153.0
1156,Systematic Reviews: Opportunities for Librarians,1155.0
1116,Chemistry Projects,143.0
1315,bcoppola chem exams,143.0
1433,Math 216 - Blueprint and associated course,160.0
1223,Center for Socially Engaged Design,1190.0
1236,Catalog Sandbox,1190.0
1191,Michigan Public Health Training Center,1190.0
1167,Women's Studies Projects ,171.0
1469,Fast Forward Medical Innovation,1460.0
1208,Ypsilanti,1205.0
1206,Detroit,1205.0
1207,Southfield,1205.0
1216,Dept. of Organizational Learning,1215.0
1300,Michigan Medicine HR,1215.0
1465,Special Theme,1216.0
1219,eLearning,1218.0
1317,ME 450,1223.0
1293,C-SED Main Page Courses,1223.0
1454,External,1223.0
1294,Project Team Specific Courses,1223.0
1295,GHDI Courses,1223.0
1422,ENGR 100,1223.0
1440,MPowered,202.0
1068,ISD Program Development,205.0
1451,Course Copies,1231.0
1292,Template Styling,1231.0
1235,Online MBA Sandbox,1231.0
1289,LTI apps,1231.0
1239,U-M Lib Sandboxes,1232.0
1233,U-M Lib Staff Development,1232.0
1281,U-M Lib Testing,1232.0
1234,U-M Lib Instruction,1232.0
1298,Canvas Course Basics 12-9-19,1240.0
1299,Canvas Course Basics 12-12-19,1240.0
1285,Canvas Course Basics 5-9-19,1240.0
1466,LHS MM Quality ,250.0
1444,LHS Course Design,250.0
1456,LHS HILS Online,250.0
