id,subaccount,parent_account
601,Health Service Clinic Support,1057
557,Clinic Operations-Dentistry,1057
890,SRC-Cmt-Microcomputing Supp,1057
719,SRC-Dst - Div Of Survey Techn,1057
350,Upress Production,1057
468,Office Of Evaluations & Examin,1057
963,MSTP,1057
512,Predoctoral Admissions-Dentist,1057
358,Clements Library,1057
691,Cocurricular Programs,1057
853,Upjohn Center,1057
977,Ross Sch Erb Institute,1057
364,Umtri-Osat,1057
770,SRC-Social Indicators,1057
437,Lab For Scientific Computation,1057
888,SRC-Survey Methodology Prog,1057
275,Academic Affairs-Dentistry,1057
932,SNRE Deans Office,1057
531,Umtri-Social & Behavioral Anal,1057
649,Pediatrics-Gastroenterology,1057
982,Building Services,1057
487,Office Of Financial Aid,1057
416,Herbarium,1057
911,SI Doctoral Program,1057
867,Director Of Research-Dentistry,1057
778,Nuclear Reactor,1057
822,RCGD-CPS Administrations,1057
327,Psych Vamc,1057
660,Office Of The General Counsel,1057
872,Staff Benefit Rechg Aux,1057
421,Coe Resource Planning & Manage,1057
377,Grad Sch-Children's Center,1057
1429,Organizational Excellence,1062
281,Theatre And Drama,45
279,Department Of Dance,45
283,U-Move,47
1283,Foundational Courses Initiative,303
1316,CRLT theme template,303
1436,SSW Online Degree Program,49
1204,Residential with Online Template,49
1311,Social Work Course Design,49
1448,MSW Program,49
1479,SSW Online Degree Program - DesignPlus,49
1193,Examsoft Test,305
318,Sandbox Dev,305
1302,Teacher Education,50
1287,International Baccalaureate,50
1183,Student Collaboration Experiment,50
1305,Marsal Sandbox Sites,50
1472,Anotemos Test,50
1227,M-ARC,50
1596,Research (cshpe),50
1475,CCM Testing,306
1226,Blue Test Account 02,306
1196,GEFF,306
1220,kartograafr,306
1221,Blue Test Account,306
307,Kaltura Testing,306
1166,Blue Jeans account,306
1480,Sub-account Admin Training,306
1591,SIS Upload Testing,306
1471,MADS / SIADS,51
1189,SI 422,51
1468,Waviers,51
1159,Project Sites,51
1186,test sub-subaccount,51
1296,UMSN Graduate Courses,52
1308,Test Sub Account B,52
111,School of Nursing Projects,52
1470,Healthy Lifetime Program,52
1307,Test Sub-Account A,52
310,OCPD,54
314,Learning Design & Publishing,54
1067,Sandboxes,54
1111,Research,54
315,Departments,54
1146,Osher Lifelong Learning Institute,54
1122,IDTT Development,54
313,GME,54
1061,Scientific Trunk/Clinical Trunk,54
1125,Michigan Surgical Quality Collaborative,54
311,Clinical Years/Branches,54
309,Post-Bac MEDPREP,54
1108,Paths of Excellence,54
312,Graduate Programs,54
316,MSA / EVPMA Units,54
319,Software Delivery Test Area,54
305,Learning Informatics,54
1124,OMSE,54
1194,PFANS,54
1197,CoMET,54
1218,HITS,54
1065,Maybaum,311
1127,BA,56
261,Kresge Library,56
1130,BL,56
1136,MO,56
1231,Online MBA,56
1225,Ross CDO,56
1138,TO,56
1161,Tauber,56
1188,Clixie - For Clixie Testing Only,56
1133,ES,56
1424,Human Resources,56
1137,STRATEGY,56
1446,Sanger Leadership Center,56
1134,FIN,56
1040,ROSS SCH Global Initiatives,56
1128,BCOM,56
1184,Committee,56
1139,WMBA,56
1222,Volute - For Volute Testing Only,56
1431,Ross Faculty,56
1185,MSCM,56
1148,MAP,56
1132,EMBA,56
1129,BE,56
1439,OMBA Style Courses,56
1126,ACC,56
1162,Zell Lurie,56
1135,MKT,56
1428,Ross Office of Undergraduate Programs,56
1144,Executive Education,56
1181,RLDI,56
1131,BUSABRD,56
1312,MM,56
1478,Practice Courses,56
1145,Psychiatry,313
1163,Emergency Medicine,315
1157,Anesthesiology,315
1201,Ophthalmology,315
1187,Dermatology,315
1199,Gynecology/Oncology ,315
1179,Internal Medicine,315
1120,Radiology,315
1060,Surgery,315
1172,Inpatient Child & Adolescent Psychiatry,315
1171,Physical Medicine & Rehabilitation,315
1174,Nutrition,315
1175,Laboratory Veterinary Medicine,315
1160,University Health Service,315
1150,MICHR Summer Research Program,315
1106,Learning and Professional Development,1105
1149,Career Development Passport,1105
1168,Foundations of Supervision III,1106
1110,Foundations of Supervision II,1106
1109,Foundations of Supervision I,1106
1237,Career Development Resources,1106
101,International Center,89
104,Technology Services,89
102,Michigan Dining,89
1473,Student Accessibility and Accommodation Services,89
1457,University Unions,89
1427,Peer-to-Peer,89
105,Housing,89
106,Career Center,89
1593,Recreational Sports,89
1248,Students Can't See Other Students Here,90
1453,Template Demo,90
1452,Drieam,90
1423,Accessibility,90
1241,Accessibility Testing,90
1586,DesignPLUS Testing,90
1588,ITS LTI Testing,90
1589,ITS Support Services Accessibility Office,90
1595,ITS GenAI Testing,90
93,Internal Medicine,91
97,Psychiatry,91
98,Surgery,91
100,Basic Science,91
95,Ob/Gyn,91
96,Pediatrics,91
99,Emergency Medicine,91
94,Family Medicine,91
92,Neurology,91
1485,CAI Test Space,107
1587,CAI MD Test Space,107
1592,CAI LTI Testing,107
1455,Canvas Summit,109
1240,Kanvas Workshops,109
1435,DEI Passport,109
1464,LTI Sub-account,109
1459,Joe User sub-account,109
1152,School of Nursing Student Organization Project Sites,111
304,School of Nursing Faculty Project Sites,111
809,LSA Natural Science Departmen,112
923,LSA Research & Graduate Std,112
401,LSA Digital Studies,112
155,Judaic Studies Program,112
39,LSA First Year Seminars,112
1151,Language Resource Center,112
172,Biology Department,112
162,Philosophy Department,112
152,Germanic Languages & Lit Dept,112
176,Dept of Afro-Am & African Std,112
153,History Department,112
139,Astronomy Department,112
166,Residential College,112
383,LSA College Auxiliary Service,112
187,Studies In Religion,112
178,Comprehensive Studies Program,112
144,Classical Studies Department,112
151,Earth & Environmental Sciences,112
1291,PlayPosit,112
186,LSA II: SE Asian Studies,112
171,Women's Studies Department,112
388,LSA University Course Develp,112
133,LSA Dean:  Facilities - USB,112
164,Applied Physics Program,112
170,Communication and Media,112
198,Program Study of Complex Syste,112
404,LSA II: Nam Ctr Korean Studies,112
42,Statistics Department,112
132,LSA Media Services,112
907,LSA Social Science Department,112
180,"Film, Television, and Media",112
173,"Molecular,Cell & Devel Biology",112
1443,LSA Science Learning Center,112
149,Sweetland Center for Writing,112
41,Political Science Department,112
1284,Newnan Advising,112
405,LSA II: Armenian Studies,112
199,Biophysics Research Division,112
182,LSA II: ME & N African St,112
147,Economics Department,112
1282,MIS,112
179,Comparative Literature Program,112
185,LSA II: South Asian Studies,112
1238,Barger Leadership Institute,112
175,International Institute,112
138,Anthropology Department,112
142,Program in the Environment (LSA),112
906,LSA Programs And Centers,112
131,Humanities Institute,112
150,Asian Languages And Cultures,112
1432,LSA Quant Methods & SocSci Pgm,112
128,LSA Budget & Admin,112
169,Sociology Department,112
892,LSA Information Technology,112
108,LS&A ISS,112
130,LSA Classrooms,112
538,LSA Dev & External Relations,112
1178,CGIS,112
154,Medieval & Early Modern Std,112
177,LSA II:  Chinese Studies,112
184,"LSA II: Russ, EE & Eurasian St",112
183,Department of American Culture,112
197,Museum of Art,112
403,LSA II: Prg Intl Comp Studies,112
174,Ecology & Evolutionary Biology,112
148,English Language & Lit Dept,112
385,LSA Undergraduate Education,112
1438,Human Resources Courses,112
168,Slavic Languages & Lit Dept,112
386,LSA Ta Training,112
158,English Language Institute,112
40,Department of Linguistics,112
893,LSA Humanities Departments,112
157,Honors Program,112
163,Physics Department,112
191,Exhibit Museum,112
1214,Demos and Sandbox,112
161,Middle East Studies Dept,112
137,LSA Inteflex,112
406,LSA II: African Studies Center,112
136,Office of International Progra,112
143,Chemistry Department,112
127,LSA UG: Lloyd Scholars- W&A,112
167,Romance Languages Department,112
189,LSA II: Latin Amer & Carib,112
415,LSA Museums and Research Unit,112
145,Program In Computer Science,112
129,LSA Student Academic Affairs,112
1047,LSA II: Islamic Studies Prog,112
156,History Of Art Department,112
146,Organizational Studies,112
387,LSA 21St Century Program,112
188,LSA II:  European Studies,112
181,LSA II: Japanese Studies,112
160,Mathematics Department,112
1169,Instructional Support Services,112
196,Macromolecular Sci & Engr Ctr,112
402,LSA II: World Performance St,112
165,Psychology Department,112
539,LSA Faculty Appointments,112
1476,SEISMIC (branded),112
1477,LSA Computation for Arts & Sci,112
1483,Intend-to-Attend,112
1484,International Institute Outreach,112
226,Design Science Program,113
1319,Engineering Education Research,113
1425,Great Lakes I-Corps,113
220,Industrial-Operations Engr Dep,113
222,Climate and Space Sciences Eng,113
225,Nuclear Engr & Radiological Sc,113
224,Naval Arch & Marine Engr Dept,113
214,Civil & Environmental Engr,113
204,Engineering Study Abroad,113
219,Technical Communication,113
1461,CAEN,113
213,Center For Professional Develo,113
206,Biomedical Engineering,113
221,Materials Science & Engin,113
43,Mech Eng & Applied Mech Dept,113
205,Integrative Systems & Design,113
207,Program In Manufacturing,113
212,Chemical Engineering Dept,113
202,Engineering Undergraduate Educ,113
201,CoE Robotics Institute,113
211,Aerospace Engineering,113
216,Electrical Engr & Computer Sci,113
1598,Michigan AI Lab,113
236,Human Genetics Department,114
227,Cancer Biology Graduate Progrm,114
245,Pathology Department,114
247,Pharmacology Department,114
255,Surgery Department,114
231,Bioinformatics,114
229,Program in Biomedical Sciences,114
230,Cellular and Molecular Biology,114
250,Learning Health Sciences,114
242,Obstetrics And Gynecology Dept,114
259,Center For Neuroscience,114
234,Biological Chemistry Departmen,114
246,Pediatrics & Comm Diseases Dep,114
243,Ophthalmology Department,114
252,Psychiatry Department,114
237,Internal Medicine Department,114
249,Physiology Department,114
228,Medical School Administration,114
248,Physical Medicine & Rehab Dept,114
251,Division of Anatomical Science,114
257,Orthopaedic Surgery,114
241,Neurology Department,114
1320,Mary H. Weiser Food Allergy Center,114
235,Dermatology Department,114
244,Otorhinolaryngology Department,114
258,Urology Surgery,114
233,Anesthesiology Department,114
239,Int Med-General Medicine,114
308,Postbac MEDPREP (Post-Baccalaureate Premedical Program),114
232,Cell and Developmental Biology,114
256,Neurosurgery,114
240,Microbiology And Immunology,114
254,Radiation Oncology,114
460,Urban and Regional Planning,115
1107,Stamps: Foundations,116
266,"Cariology,Restor Sci & Endo",117
1434,Learning Outcomes Sandbox,117
44,Dental Hygiene-Dentistry,117
1063,Law Project Sites,118
1064,Law Sandbox Sites,118
1481,LTI Attendance Tools Evaluation,118
1318,Program in the Environment (SEAS),119
317,Nutritional Sciences,120
53,Health Management And Policy,120
48,Environmental Health Sciences,120
1113,School of Public Health Projects,120
285,Biostatistics Department,120
1202,Outcomes Development,120
287,Health Behavior & Hlth Ed Dept,120
286,Epidemiology Department,120
1165,Global and Engaged Education,123
300,SRC-PSM Graduate Program,125
1482,SRC Summer Institute,125
1594,"Equity, Civil Rights, and Title IX",126
1211,Language Resource Center Blueprint Testing,1151
1154,Communications and Technology Management,1153
1156,Systematic Reviews: Opportunities for Librarians,1155
1116,Chemistry Projects,143
1315,bcoppola chem exams,143
1433,Math 216 - Blueprint and associated course,160
1223,Center for Socially Engaged Design,1190
1236,Catalog Sandbox,1190
1191,Michigan Public Health Training Center,1190
1167,Women's Studies Projects ,171
1469,Fast Forward Medical Innovation,1460
1208,Ypsilanti,1205
1206,Detroit,1205
1207,Southfield,1205
1216,Dept. of Organizational Learning,1215
1300,Michigan Medicine HR,1215
1465,Special Theme,1216
1219,eLearning,1218
1317,ME 450,1223
1293,C-SED Main Page Courses,1223
1454,External,1223
1294,Project Team Specific Courses,1223
1295,GHDI Courses,1223
1422,ENGR 100,1223
1440,MPowered,202
1068,ISD Program Development,205
1451,Course Copies,1231
1292,Template Styling,1231
1235,Online MBA Sandbox,1231
1289,LTI apps,1231
1239,U-M Lib Sandboxes,1232
1233,U-M Lib Staff Development,1232
1281,U-M Lib Testing,1232
1234,U-M Lib Instruction,1232
1298,Canvas Course Basics 12-9-19,1240
1299,Canvas Course Basics 12-12-19,1240
1285,Canvas Course Basics 5-9-19,1240
1466,LHS MM Quality ,250
1444,LHS Course Design,250
1456,LHS HILS Online,250
